,two_year_recid,race,sex,age,c_charge_degree,priors_count,length_of_stay
1243,0,1,1,1,1,2,-0.3604803391437294
1244,0,0,1,1,1,0,-0.3620560592975295
1245,1,1,1,2,1,1,-0.08866861261320173
1246,0,0,1,2,1,2,0.5833760329825666
1247,0,0,1,1,1,1,-0.3738739604510307
1248,0,0,1,1,1,2,-0.33999597714432733
1249,0,1,1,1,0,2,1.834497835099894
1250,1,0,1,1,1,2,-0.3628439193744296
1251,1,1,1,1,1,2,-0.3549653186054288
1252,0,0,1,1,1,0,-0.34078383722122735
1253,1,0,1,1,0,2,-0.36126819922062947
1254,0,0,1,1,1,1,-0.3549653186054288
1255,0,0,1,1,0,0,-0.3722982402972306
1256,0,1,1,2,0,0,-0.3596924790668293
1257,0,0,0,1,1,1,-0.3557531786823289
1258,0,1,0,1,0,2,-0.3628439193744296
1259,1,0,1,1,1,1,-0.00279186423109297
1260,1,1,0,2,0,0,-0.33842025699052714
1261,1,0,1,1,1,2,-0.356541038759229
1262,1,1,0,1,1,2,-0.2241805458400155
1263,1,0,0,0,1,1,-0.3549653186054288
1264,0,1,1,2,0,1,-0.357328898836129
1265,1,1,1,2,1,1,0.30368570568303815
1266,0,0,1,0,1,0,-0.356541038759229
1267,1,0,0,1,1,2,-0.357328898836129
1268,1,1,1,0,0,0,-0.35811675891302913
1269,0,0,1,1,0,2,-0.3557531786823289
1270,1,0,1,0,1,1,-0.1658789001494096
1271,1,0,1,1,1,2,-0.3541774585285288
1272,1,0,1,0,1,2,-0.3596924790668293
1273,1,0,1,1,1,2,-0.357328898836129
1274,0,0,1,1,1,2,0.11459928722701895
1275,0,0,1,0,1,1,-0.356541038759229
1276,0,0,1,1,1,2,0.8693692408972958
1277,1,0,1,1,1,2,-0.32266305545252555
1278,1,0,1,1,1,2,-0.11466799515090437
1279,0,0,0,0,1,1,-0.36441963952822976
1280,0,0,1,2,1,2,-0.357328898836129
1281,0,1,1,2,0,0,1.3602060688060458
1282,1,0,1,1,1,2,3.7206348591986855
1283,1,0,1,1,0,0,-0.36678321975892997
1284,1,0,1,0,1,0,-0.356541038759229
1285,0,0,1,1,0,2,0.24223261968483192
1286,1,1,1,0,0,0,-0.32502663568322576
1287,1,1,1,2,1,1,0.018480357845209194
1288,0,0,1,2,0,2,-0.20605976407131368
1289,0,0,0,1,0,0,-0.3604803391437294
1290,0,1,1,2,0,1,-0.012246185153893932
1291,1,0,0,1,0,2,-0.07291141107520015
1292,0,1,1,0,1,0,-0.3754496806048309
1293,1,0,1,1,1,2,3.4535502931295587
1294,0,0,1,1,1,2,-0.00042828400039272976
1295,1,1,1,1,1,2,-0.057942069614098604
1296,0,0,1,2,1,0,-0.30139083337622335
1297,1,0,1,1,1,1,-0.3596924790668293
1298,0,0,1,2,0,1,-0.33842025699052714
1299,0,1,0,2,1,2,-0.2131505047634144
1300,0,0,1,0,1,0,-0.3628439193744296
1301,0,0,1,1,1,2,0.9032472242039992
1302,1,1,1,0,1,0,-0.36363177945132974
1303,1,1,0,1,1,1,0.4439247993712524
1304,0,0,1,1,0,1,-0.357328898836129
1305,0,1,1,1,0,1,-0.09654721338220251
1306,1,0,1,2,1,2,2.3135167618551424
1307,0,1,1,1,0,0,-0.3604803391437294
1308,1,0,1,0,1,2,0.13035648876502054
1309,1,0,0,1,1,1,-0.36126819922062947
1310,1,1,0,1,1,2,-0.28169433145372136
1311,0,1,1,0,1,1,-0.12648589630440557
1312,1,1,0,1,1,1,-0.1335766369965063
1313,1,1,1,0,1,1,-0.3526017383747285
1314,0,0,0,1,0,0,-0.3738739604510307
1315,0,1,1,2,1,1,1.134090226735723
1316,1,0,1,1,1,2,-0.3746618205279308
1317,0,1,1,2,0,2,-0.3730861003741307
1318,0,1,0,1,1,2,-0.11466799515090437
1319,0,0,1,0,1,1,-0.3557531786823289
1320,0,1,1,1,1,1,0.02635895861420995
1321,1,0,1,0,0,1,-0.13042519668890598
1322,1,1,1,1,0,0,-0.3006029732993233
1323,0,0,0,1,1,1,0.1398108096878215
1324,0,0,1,2,1,1,0.09490278530451692
1325,0,0,1,2,1,2,-0.2809064713768213
1326,1,0,1,1,1,2,-0.3730861003741307
1327,0,0,1,1,1,2,-0.22890770630141602
1328,1,0,1,1,0,0,-0.35890461898992926
1329,0,0,1,1,1,2,-0.3344809566060267
1330,0,0,1,2,1,1,2.699568199536182
1331,0,1,1,2,1,0,-0.3620560592975295
1332,0,1,1,1,1,2,-0.33842025699052714
1333,0,0,1,2,1,0,-0.357328898836129
1334,1,0,1,1,1,2,1.855770057176196
1335,0,0,1,1,1,1,-0.14618239822690757
1336,1,0,1,1,0,2,-0.3195116151449252
1337,1,1,1,1,1,1,0.2453840599924322
1338,0,0,1,1,1,2,-0.357328898836129
1339,1,0,1,2,1,0,-0.3526017383747285
1340,0,0,1,1,1,2,0.3919260342958471
1341,0,1,1,2,1,2,-0.239149887301117
1342,1,0,1,1,1,2,5.880159329981805
1343,1,1,1,1,1,2,-0.03666984753779644
1344,1,1,1,1,1,2,-0.3541774585285288
1345,0,1,1,0,0,0,-0.356541038759229
1346,0,0,1,1,0,0,-0.3746618205279308
1347,0,1,1,1,1,0,-0.3730861003741307
1348,1,1,1,1,0,1,-0.3620560592975295
1349,0,1,1,2,1,1,-0.3596924790668293
1350,0,0,1,2,0,2,-0.35890461898992926
1351,0,0,1,1,1,2,1.2309970161944326
1352,0,0,1,1,0,1,-0.3541774585285288
1353,0,0,1,0,1,0,-0.36363177945132974
1354,0,1,1,2,1,1,-0.35890461898992926
1355,0,1,1,1,1,1,-0.33842025699052714
1356,1,1,0,1,1,2,0.12641718838052016
1357,0,0,1,0,1,1,-0.26199782953121936
1358,1,0,1,1,1,0,0.774826031669286
1359,1,0,0,1,1,2,0.09332706515071679
1360,0,1,1,0,1,0,-0.34787457791332804
1361,0,1,0,1,1,1,-0.3738739604510307
1362,1,0,1,1,1,2,-0.3344809566060267
1363,1,0,1,1,1,2,-0.33763239691362706
1364,0,0,1,0,1,1,-0.3329052364522266
1365,1,1,1,1,1,1,-0.36599535968202995
1366,0,1,1,0,1,1,-0.30611799383762384
1367,0,0,1,0,0,0,-0.3557531786823289
1368,0,0,1,1,1,0,-0.3234509155294256
1369,0,0,1,1,1,1,-0.34078383722122735
1370,0,0,1,1,1,1,-0.33842025699052714
1371,0,1,1,2,0,0,-0.356541038759229
1372,0,0,0,0,1,0,-0.36441963952822976
1373,1,0,1,1,1,1,0.2627169816842341
1374,0,0,0,1,0,1,-0.357328898836129
1375,1,1,0,2,1,2,-0.3746618205279308
1376,0,0,1,1,1,1,-0.36126819922062947
1377,1,1,0,2,1,0,-0.357328898836129
1378,0,0,1,0,1,0,-0.357328898836129
1379,1,0,1,1,1,0,-0.13200091684270612
1380,0,0,0,1,1,1,-0.3518138782978285
1381,0,1,1,1,1,2,-0.3329052364522266
1382,0,0,1,1,0,2,0.14926513061062244
1383,1,1,1,1,1,0,-0.3596924790668293
1384,0,1,1,1,0,2,-0.33369309652912665
1385,1,1,1,1,1,2,0.8528241792823942
1386,1,0,0,1,1,0,-0.34078383722122735
1387,1,0,1,0,1,1,-0.3549653186054288
1388,1,0,1,1,1,2,0.4399854989867521
1389,1,1,1,2,1,2,-0.35811675891302913
1390,1,0,1,0,1,1,0.8150068955911901
1391,1,0,1,2,1,2,7.250248003711045
1392,1,0,1,1,1,2,-0.34551099768262783
1393,1,1,1,1,1,2,-0.3604803391437294
1394,1,0,1,1,1,2,-0.32739021591392603
1395,1,0,1,1,1,2,-0.36599535968202995
1396,1,1,0,1,1,1,1.2916622421157387
1397,0,1,1,1,1,0,-0.357328898836129
1398,1,1,1,2,0,1,-0.3722982402972306
1399,1,1,1,0,1,1,2.723991861920084
1400,0,1,1,1,0,0,-0.3738739604510307
1401,0,0,1,1,0,2,-0.35890461898992926
1402,0,0,1,1,1,2,-0.30139083337622335
1403,0,1,1,2,0,0,-0.18715112222571176
1404,1,0,1,1,1,2,-0.297451532991723
1405,0,1,0,1,0,0,-0.28405791168442157
1406,0,0,1,1,1,0,-0.3628439193744296
1407,0,1,1,1,0,2,-0.3738739604510307
1408,0,0,1,1,1,1,-0.3628439193744296
1409,1,0,1,0,1,1,-0.2958758128379228
1410,1,0,1,1,1,2,0.005874596614807889
1411,1,1,1,2,0,1,-0.3722982402972306
1412,0,1,1,1,0,1,-0.36126819922062947
1413,1,0,1,0,0,1,-0.33763239691362706
1414,1,0,0,2,0,2,1.9306167644817038
1415,1,1,1,1,0,2,-0.2848457717613217
1416,0,1,1,1,0,2,0.24459619991553216
1417,0,1,1,2,0,0,-0.36599535968202995
1418,1,0,1,1,0,2,-0.04848774869129764
1419,0,0,1,1,1,1,-0.07685071145970053
1420,1,0,0,1,1,0,-0.336844536836727
1421,0,1,1,2,1,0,-0.2509677884546182
1422,0,1,1,1,0,0,-0.3628439193744296
1423,0,0,1,1,0,2,-0.3722982402972306
1424,0,0,1,1,1,2,1.8376492754074942
1425,1,1,1,1,0,2,-0.356541038759229
1426,1,0,1,1,0,0,-0.356541038759229
1427,0,0,1,0,0,0,-0.36363177945132974
1428,0,1,1,1,0,0,-0.37072252014343043
1429,1,0,1,1,0,2,-0.2801186112999212
1430,0,0,1,2,1,2,0.1949610150708271
1431,0,0,1,1,1,1,3.968810783422211
1432,0,0,1,0,1,0,-0.34078383722122735
1433,1,0,1,1,0,2,1.223906275502332
1434,1,1,1,1,0,2,-0.36599535968202995
1435,0,1,1,1,1,1,-0.3557531786823289
1436,1,0,1,0,1,0,-0.35338959845162865
1437,0,1,1,2,0,0,-0.36678321975892997
1438,0,1,0,1,1,1,0.09884208568901737
1439,1,1,1,0,1,1,-0.37151038022033045
1440,1,0,0,0,0,0,-0.3722982402972306
1441,0,0,1,2,1,2,-0.33842025699052714
1442,1,1,1,1,1,2,-0.28563363183822177
1443,0,0,0,2,0,1,-0.03036696692259582
1444,0,1,1,0,0,1,-0.3746618205279308
1445,1,0,1,0,1,0,0.9654881702791056
1446,0,1,1,1,0,0,-0.3628439193744296
1447,1,1,1,2,1,2,1.0048811741241095
1448,1,1,1,1,1,1,-0.3620560592975295
1449,1,1,1,0,0,0,-0.3202994752218253
1450,0,0,1,1,1,0,-0.34235955737502755
1451,1,0,1,1,1,2,-0.3620560592975295
1452,1,0,0,1,0,1,-0.3604803391437294
1453,0,0,1,1,1,2,-0.34551099768262783
1454,0,0,1,1,1,1,4.806306045166996
1455,1,1,1,1,1,2,-0.35811675891302913
1456,0,0,1,1,1,0,-0.36126819922062947
1457,1,0,1,1,1,1,-0.3604803391437294
1458,1,0,1,1,1,2,-0.3738739604510307
1459,1,0,1,0,1,1,-0.34235955737502755
1460,0,1,1,1,1,0,-0.3730861003741307
1461,1,0,1,0,0,1,-0.15012169861140798
1462,1,0,1,0,1,0,-0.3620560592975295
1463,1,1,1,1,1,2,0.9631245900484053
1464,1,0,1,1,1,2,-0.3344809566060267
1465,1,0,0,0,0,2,0.4399854989867521
1466,0,1,1,1,0,0,-0.35890461898992926
1467,0,1,1,2,1,2,2.8878667579153006
1468,1,1,1,1,1,2,-0.2525435086084184
1469,1,0,1,1,1,2,-0.33842025699052714
1470,1,0,1,1,1,2,-0.35890461898992926
1471,1,0,1,1,1,2,0.08229702407411568
1472,0,0,1,1,0,0,-0.3557531786823289
1473,1,0,0,2,1,2,-0.00042828400039272976
1474,0,0,1,2,1,1,0.7756138917461861
1475,0,0,1,1,1,2,0.2469597801462324
1476,1,0,1,1,1,2,0.15635587130272316
1477,1,1,1,1,1,1,0.20599105614742821
1478,0,1,0,1,0,0,-0.3604803391437294
1479,1,1,1,1,1,2,0.38089599321924605
1480,0,0,1,0,0,1,-0.2525435086084184
1481,1,0,1,1,1,2,-0.03588198746089634
1482,0,1,1,1,0,0,-0.356541038759229
1483,1,0,1,1,1,1,0.4423490792174523
1484,1,0,1,0,1,1,-0.3447231376057278
1485,0,0,1,0,1,0,-0.3195116151449252
1486,0,1,1,1,0,0,-0.3604803391437294
1487,0,0,1,1,0,2,-0.039821287845396784
1488,0,0,1,1,1,1,5.108056454619726
1489,1,1,1,1,1,1,0.527437967522661
1490,0,1,1,1,0,1,-0.3344809566060267
1491,0,0,1,2,0,2,-0.28799721206892204
1492,1,0,1,0,1,0,-0.37151038022033045
1493,1,0,1,1,1,2,-0.36441963952822976
1494,0,0,1,1,0,1,-0.35338959845162865
1495,0,1,1,0,1,0,-0.3037544136069236
1496,1,0,1,1,0,2,1.677713679796778
1497,0,0,1,1,1,0,-0.35811675891302913
1498,0,0,1,1,1,1,-0.3604803391437294
1499,1,0,1,1,1,2,-0.3722982402972306
1500,1,0,1,1,1,1,-0.35890461898992926
1501,0,1,1,2,0,0,-0.3604803391437294
1502,0,0,1,1,1,1,-0.22575626599381568
1503,1,1,1,0,1,0,-0.35338959845162865
1504,0,0,1,1,1,1,-0.3329052364522266
1505,0,0,0,0,0,2,5.484653571377965
1506,0,1,1,1,1,0,-0.32502663568322576
1507,0,1,1,1,1,1,-0.35338959845162865
1508,1,1,1,2,1,1,0.1831431139173259
1509,0,0,1,1,1,0,-0.24387704776251748
1510,0,0,1,0,1,0,-0.3604803391437294
1511,0,1,1,0,1,0,-0.3628439193744296
1512,0,0,1,1,0,1,-0.34235955737502755
1513,0,1,1,2,0,2,-0.29902725314552314
1514,0,0,1,1,0,1,-0.37623754068173093
1515,1,0,1,1,1,0,-0.3620560592975295
1516,0,0,1,1,0,1,-0.357328898836129
1517,0,1,1,1,1,0,0.1532044309951229
1518,1,1,1,0,1,1,0.3162914669134394
1519,1,0,1,1,0,2,-0.35811675891302913
1520,1,1,1,2,0,1,-0.3526017383747285
1521,0,0,1,2,1,0,-0.3392081170674272
1522,1,0,1,2,1,2,1.5114752035708612
1523,0,0,1,1,0,2,-0.3596924790668293
1524,0,0,1,1,1,2,0.10120566591971761
1525,1,0,1,2,1,2,4.212259547184336
1526,0,1,0,1,1,0,-0.356541038759229
1527,0,0,1,2,0,2,-0.3738739604510307
1528,1,1,1,2,1,0,-0.36126819922062947
1529,0,1,1,2,1,1,-0.33842025699052714
1530,0,1,1,2,0,0,-0.3596924790668293
1531,1,0,1,2,1,2,-0.35811675891302913
1532,0,0,0,1,1,0,-0.3730861003741307
1533,0,0,1,2,1,2,0.17526451314832509
1534,1,0,1,1,1,2,0.8339155374367923
1535,0,0,1,1,1,1,-0.357328898836129
1536,1,0,1,1,1,2,-0.11466799515090437
1537,0,0,1,0,1,1,-0.22654412607071578
1538,1,1,1,1,0,1,-0.3746618205279308
1539,0,1,1,2,0,0,-0.3730861003741307
1540,1,0,1,0,1,1,-0.3596924790668293
1541,1,1,1,2,0,1,-0.3628439193744296
1542,1,1,1,2,0,0,-0.10678939438190359
1543,0,0,1,2,1,1,-0.3596924790668293
1544,1,0,0,1,1,2,-0.08788075253630166
1545,0,0,1,1,0,2,0.1831431139173259
1546,1,0,1,1,1,2,-0.33842025699052714
1547,0,0,1,1,1,1,-0.36126819922062947
1548,1,0,1,2,1,2,3.443308112129857
1549,1,0,1,1,1,0,0.2666562820687344
1550,0,0,1,1,1,2,0.09884208568901737
1551,1,1,1,1,1,2,-0.35811675891302913
1552,0,0,1,1,1,2,-0.297451532991723
1553,0,0,0,1,0,1,-0.33999597714432733
1554,0,1,1,1,1,2,3.086407497294121
1555,0,0,0,1,0,0,-0.357328898836129
1556,0,1,0,2,0,2,1.0623949597378155
1557,1,1,1,1,1,1,0.5526494899834634
1558,0,0,1,2,1,1,-0.32266305545252555
1559,1,1,1,1,0,0,-0.3242387756063257
1560,0,0,0,1,0,2,-0.3541774585285288
1561,0,0,1,1,1,1,1.4185077144966516
1562,0,0,1,1,1,2,-0.357328898836129
1563,0,0,1,2,0,0,-0.356541038759229
1564,0,0,1,1,0,1,-0.33999597714432733
1565,0,0,1,2,1,2,-0.14775811838070774
1566,0,0,1,1,1,0,-0.356541038759229
1567,1,0,1,1,1,2,-0.3596924790668293
1568,0,0,1,1,0,0,-0.36993466006653036
1569,0,1,1,1,0,1,-0.32502663568322576
1570,0,0,0,1,1,1,-0.3596924790668293
1571,0,0,1,1,1,2,-0.3604803391437294
1572,0,1,1,1,1,1,-0.35811675891302913
1573,1,0,0,1,1,2,-0.1887268423795119
1574,0,1,1,1,1,0,1.8203163537156923
1575,0,1,0,1,0,1,-0.36441963952822976
1576,0,0,1,1,1,1,-0.36441963952822976
1577,0,0,0,2,0,2,-0.357328898836129
1578,0,0,1,0,1,0,0.5707702717521653
1579,1,0,1,1,1,1,-0.31872375506802514
1580,0,0,0,0,0,0,-0.3620560592975295
1581,0,0,1,1,1,1,-0.34078383722122735
1582,0,1,0,0,1,1,-0.357328898836129
1583,1,0,1,1,0,2,-0.36441963952822976
1584,0,0,1,2,1,0,-0.33763239691362706
1585,0,0,1,1,1,1,-0.3652074996051299
1586,1,1,1,0,0,0,-0.3596924790668293
1587,0,0,1,1,1,0,-0.3557531786823289
1588,0,0,0,1,0,2,-0.34235955737502755
1589,1,0,1,0,1,1,-0.07606285138280046
1590,1,0,1,0,1,1,-0.3415716972981275
1591,0,0,1,1,0,1,-0.3234509155294256
1592,0,1,1,2,0,1,-0.31872375506802514
1593,0,0,1,2,1,1,-0.3596924790668293
1594,0,0,1,1,1,2,0.7953103936686883
1595,1,0,1,0,0,1,-0.36126819922062947
1596,0,0,1,1,1,2,-0.13594021722720653
1597,0,1,0,1,0,0,-0.36599535968202995
1598,0,1,1,2,0,1,-0.297451532991723
1599,1,0,1,1,1,2,0.469136321832055
1600,1,1,1,1,1,2,-0.3557531786823289
1601,1,0,1,2,1,2,1.2680264398087364
1602,1,0,1,1,1,2,-0.36363177945132974
1603,0,1,0,1,1,2,-0.21393836484031448
1604,0,1,1,1,1,0,-0.357328898836129
1605,0,1,1,2,1,2,-0.27066429037712025
1606,0,1,1,0,1,0,-0.02563980646119534
1607,0,1,1,1,1,0,-0.34314741745192756
1608,1,0,1,0,1,1,-0.258846389223619
1609,1,1,1,1,0,2,0.14690155037992222
1610,0,1,1,1,0,0,-0.03666984753779644
1611,1,0,1,1,1,2,-0.10994083468950389
1612,1,1,1,1,1,1,-0.23127128653211626
1613,1,1,1,0,1,0,-0.30611799383762384
1614,1,0,1,1,1,2,1.255420678578335
1615,0,1,1,2,0,0,-0.3620560592975295
1616,1,0,0,1,0,0,-0.24860420822391796
1617,1,1,1,2,0,1,-0.2785428911461211
1618,0,0,1,1,1,2,-0.3596924790668293
1619,1,0,1,1,1,2,9.646918357641088
1620,1,1,1,0,1,2,-0.28642149191512184
1621,1,1,1,0,1,0,-0.3218751953756254
1622,0,0,1,1,1,1,0.13193220891882074
1623,1,0,1,1,1,1,-0.3526017383747285
1624,0,1,0,1,1,1,-0.35811675891302913
1625,1,0,1,1,1,2,6.61680850188338
1626,0,0,1,1,1,2,1.3806904308054477
1627,0,1,1,1,0,0,-0.3754496806048309
1628,1,0,1,1,1,1,-0.356541038759229
1629,0,1,0,0,1,0,0.3178671870672396
1630,0,1,1,2,0,1,-0.3526017383747285
1631,0,0,1,1,1,2,-0.32266305545252555
1632,0,0,0,1,0,0,-0.3730861003741307
1633,0,0,1,0,1,1,2.044068615555315
1634,1,0,1,1,1,0,-0.34235955737502755
1635,0,1,1,2,0,0,-0.36126819922062947
1636,0,1,1,1,1,0,-0.3620560592975295
1637,0,0,1,1,1,2,-0.3754496806048309
1638,1,1,1,1,1,2,0.6605863205187745
1639,1,0,1,0,1,0,-0.36126819922062947
1640,0,0,1,1,1,2,1.136453806966423
1641,1,1,1,1,1,1,0.9276708865879018
1642,0,1,1,1,1,1,-0.36599535968202995
1643,0,0,0,2,1,2,-0.3628439193744296
1644,0,0,0,2,1,0,-0.357328898836129
1645,0,1,1,1,1,2,-0.35338959845162865
1646,1,0,1,1,1,2,-0.26436140976191963
1647,1,0,1,1,1,2,-0.015397625461494275
1648,0,0,0,1,1,2,-0.36126819922062947
1649,0,0,1,0,1,1,-0.031942687076395956
1650,1,0,0,2,1,1,0.6692527813646754
1651,0,1,1,1,1,1,-0.3242387756063257
1652,1,1,1,2,1,2,-0.13200091684270612
1653,0,1,1,2,1,1,-0.34235955737502755
1654,0,0,1,2,0,2,-0.22890770630141602
1655,1,0,1,2,1,2,1.2309970161944326
1656,0,1,0,2,1,1,-0.3549653186054288
1657,1,0,0,1,0,2,-0.3415716972981275
1658,0,1,0,2,1,0,-0.3746618205279308
1659,0,0,1,1,0,0,-0.35811675891302913
1660,1,1,1,1,0,2,-0.3754496806048309
1661,1,0,1,0,1,1,0.7409480483625828
1662,1,0,1,1,1,2,-0.34235955737502755
1663,1,0,1,0,1,1,0.5510737698296634
1664,0,0,1,0,1,0,-0.3557531786823289
1665,1,0,1,1,1,2,-0.3722982402972306
1666,1,0,0,1,1,1,-0.35811675891302913
1667,1,1,1,1,1,1,-0.14381881799620733
1668,0,1,1,2,0,0,-0.36599535968202995
1669,1,1,1,1,1,2,-0.36126819922062947
1670,1,0,1,2,1,2,-0.33842025699052714
1671,1,0,1,0,1,1,3.744270661505688
1672,1,0,1,1,1,2,-0.20290832376371334
1673,0,0,1,1,1,2,0.6700406414415755
1674,0,0,1,1,1,0,-0.3730861003741307
1675,1,0,1,1,0,2,-0.3557531786823289
1676,0,1,0,1,1,0,-0.36678321975892997
1677,0,1,1,1,0,2,-0.3541774585285288
1678,1,0,1,1,1,1,-0.357328898836129
1679,1,1,1,2,1,2,1.0222140958159114
1680,0,0,0,1,0,0,-0.3596924790668293
1681,1,1,0,1,1,1,-0.15484885907280846
1682,0,0,1,1,1,1,-0.357328898836129
1683,0,1,0,2,1,1,-0.356541038759229
1684,0,1,1,1,0,1,-0.35338959845162865
1685,1,1,1,1,1,2,-0.356541038759229
1686,0,1,1,2,0,1,-0.36126819922062947
1687,0,1,1,1,1,1,-0.35890461898992926
1688,0,1,1,2,0,0,-0.33842025699052714
1689,1,1,0,1,0,2,0.656647020134274
1690,0,1,1,2,1,2,-0.357328898836129
1691,0,1,0,1,1,0,-0.3494502980671283
1692,0,1,1,0,1,0,-0.3210873352987254
1693,1,0,1,0,1,0,-0.35811675891302913
1694,1,0,1,1,0,2,-0.07527499130590036
1695,0,1,1,2,0,0,-0.3722982402972306
1696,0,0,1,1,1,2,-0.356541038759229
1697,1,0,0,0,1,1,-0.35890461898992926
1698,1,1,1,1,0,0,-0.357328898836129
1699,1,0,1,1,1,1,0.2627169816842341
1700,0,0,1,2,1,1,-0.24072560745491722
1701,1,1,1,1,1,1,-0.356541038759229
1702,1,0,1,1,1,2,-0.35338959845162865
1703,0,0,1,0,0,0,-0.3652074996051299
1704,0,1,1,2,1,0,-0.36678321975892997
1705,1,0,1,1,0,2,0.20599105614742821
1706,0,0,1,0,1,1,4.1200799181870265
1707,1,0,1,1,0,0,-0.3549653186054288
1708,1,0,1,0,1,1,-0.07606285138280046
1709,1,0,1,1,1,1,3.2684031750580393
1710,0,1,0,1,1,1,-0.3557531786823289
1711,1,0,0,1,1,2,-0.3392081170674272
1712,1,1,1,1,1,2,1.0600313795071152
1713,1,0,1,1,0,0,-0.356541038759229
1714,0,0,1,1,1,1,-0.1130922749971042
1715,1,0,0,1,1,1,-0.28799721206892204
1716,1,0,1,1,1,1,-0.3738739604510307
1717,0,1,1,2,1,1,1.8975266412519005
1718,0,0,1,1,1,0,-0.35811675891302913
1719,0,0,1,1,1,1,-0.33999597714432733
1720,1,0,1,1,1,2,-0.33763239691362706
1721,1,0,1,2,1,2,-0.1138801350740043
1722,1,0,1,0,1,2,2.081885899246519
1723,1,0,1,0,1,1,4.2028052262615345
1724,0,0,1,0,1,0,-0.3596924790668293
1725,0,0,0,1,1,1,-0.25805852914671895
1726,1,0,1,1,0,1,-0.3730861003741307
1727,1,0,1,2,1,2,-0.19345400284091238
1728,0,1,1,0,1,1,-0.13436449707340636
1729,1,1,1,1,1,2,-0.3447231376057278
1730,1,0,1,2,0,1,0.9631245900484053
1731,0,1,1,2,0,0,-0.3746618205279308
1732,1,0,0,1,0,2,3.6694239542001803
1733,0,1,1,2,0,0,-0.356541038759229
1734,1,0,1,1,1,2,-0.22575626599381568
1735,1,1,1,0,1,1,2.0259478337866135
1736,0,0,1,2,0,0,-0.31793589499112507
1737,1,0,1,0,1,1,-0.36126819922062947
1738,0,0,1,1,1,2,-0.3604803391437294
1739,1,0,1,2,0,1,0.012177477230008508
1740,1,0,1,1,1,2,-0.2801186112999212
1741,0,0,1,2,1,1,-0.31872375506802514
1742,0,0,0,1,1,2,3.0005307489120123
1743,1,1,1,0,0,0,-0.20605976407131368
1744,0,1,1,2,0,1,-0.3557531786823289
1745,1,1,0,0,1,0,-0.3526017383747285
1746,0,0,1,0,0,0,-0.3218751953756254
1747,0,0,1,1,1,1,-0.3234509155294256
1748,0,1,0,1,1,0,-0.356541038759229
1749,0,1,1,1,0,0,-0.3620560592975295
1750,0,1,1,1,1,1,-0.356541038759229
1751,1,0,1,1,0,1,-0.3321173763753265
1752,1,0,1,1,1,2,-0.18715112222571176
1753,0,0,1,1,1,1,-0.3730861003741307
1754,1,1,1,1,1,0,0.3966531947572476
1755,0,1,0,1,1,1,-0.36599535968202995
1756,1,0,1,1,1,2,-0.33369309652912665
1757,0,1,0,1,0,0,-0.357328898836129
1758,1,0,1,0,1,0,-0.3029665535300235
1759,0,0,0,1,0,0,-0.3730861003741307
1760,1,0,1,1,1,2,0.39428961452654737
1761,0,1,0,0,1,0,-0.32266305545252555
1762,1,1,1,1,0,0,-0.2801186112999212
1763,0,1,1,1,1,0,-0.3596924790668293
1764,1,0,1,0,0,1,-0.37151038022033045
1765,1,1,1,2,1,0,-0.34235955737502755
1766,1,0,1,1,1,2,0.8559756195899944
1767,1,1,1,1,1,0,-0.34551099768262783
1768,0,1,1,1,0,1,0.08072130392031548
1769,1,0,0,1,1,2,-0.36126819922062947
1770,1,0,1,1,0,2,-0.3746618205279308
1771,0,1,1,2,0,1,0.4904085439083572
1772,0,0,1,1,1,1,-0.36441963952822976
1773,1,0,1,1,1,2,-0.36126819922062947
1774,1,0,1,1,1,2,-0.07133569092139994
1775,0,0,0,1,1,1,-0.3006029732993233
1776,0,0,1,0,0,1,-0.36599535968202995
1777,0,0,1,2,1,1,-0.36363177945132974
1778,0,1,1,1,0,1,-0.3604803391437294
1779,1,0,1,0,1,1,-0.35890461898992926
1780,1,1,1,1,0,1,-0.3549653186054288
1781,0,1,1,1,1,1,-0.37072252014343043
1782,1,1,1,0,1,1,0.031873979152510536
1783,1,0,1,0,1,1,-0.35811675891302913
1784,1,1,1,1,1,2,-0.22181696560931527
1785,0,1,1,1,1,2,-0.36363177945132974
1786,1,0,1,1,0,2,-0.35338959845162865
1787,1,0,0,0,1,2,0.6605863205187745
1788,0,0,1,2,0,1,-0.36599535968202995
1789,1,0,0,1,0,1,-0.35811675891302913
1790,0,1,1,1,0,0,-0.33369309652912665
1791,1,0,1,2,1,2,-0.3557531786823289
1792,1,0,1,1,1,2,-0.336844536836727
1793,0,1,1,1,1,1,-0.3604803391437294
1794,0,0,0,0,1,1,-0.30611799383762384
1795,0,0,1,0,1,1,-0.35811675891302913
1796,0,0,1,1,1,1,-0.357328898836129
1797,1,0,1,1,1,2,0.6487684193652733
1798,1,0,0,1,1,2,-0.2801186112999212
1799,0,1,1,1,0,1,-0.35811675891302913
1800,1,0,1,0,1,2,-0.356541038759229
1801,0,0,1,1,0,1,0.1697494926100246
1802,0,0,1,1,0,2,-0.3604803391437294
1803,0,0,0,0,1,0,-0.3596924790668293
1804,1,1,1,1,0,2,1.213664094502631
1805,0,1,1,0,1,0,-0.3722982402972306
1806,1,0,1,1,1,2,-0.24624062799321772
1807,0,1,1,1,0,2,-0.35811675891302913
1808,1,0,1,2,1,2,4.898485674164306
